_id,HB,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,SIRLower95pcConfidenceInterval,SIRUpper95pcConfidenceInterval
897,S08000031,C64-C65,Kidney,Male, ,2016-2020,0,3,0,0,0,1,4,12,17,42,57,81,88,104,102,59,52,52,674,0,1.825206096,0,0,0,0.3998001,1.761532533,6.083310943,10.07688067,22.84384059,28.44566877,41.94457103,54.02584646,76.49702471,90.97720218,76.57564116,96.60938226,130.1366435,23.6662123,21.91301821,25.52235239,28.44992775,26.29675117, ,30.68662432, ,13.93547997,12.8466158, ,15.06800611, ,103.9722519,96.26998272,112.1267915
898,S08000031,C64-C65,Kidney,Female, ,2016-2020,3,1,0,0,1,6,4,3,14,22,27,29,71,57,65,54,54,53,464,1.999120387,0.635126295,0,0,0.466550651,2.415410318,1.802711278,1.514417252,7.936282985,10.86811542,12.17636792,13.69785369,40.06794621,38.31134352,50.01384999,52.32862376,64.11778675,63.07421336,15.3343922,13.97069113,16.79523833,15.868969,14.44893955, ,17.35460339, ,7.929569505,7.120361388, ,8.781701343, ,112.0706188,102.1040795,122.7471378
899,S08000031,C91-C95,Leukaemias,All,d,2016-2020,25,8,13,9,11,8,15,13,16,29,49,42,60,73,82,102,84,66,705,8.122236409,2.485908009,4.388852315,2.913385062,2.565747274,1.604717871,3.341032557,3.288167403,4.636229818,7.507429767,11.60799104,10.37487896,17.64270004,25.63796385,33.8730998,56.59058377,60.84972292,53.2318165,12.0024107,11.13266815,12.92205284,13.71542191,12.69841549, ,14.77104709, ,7.776267656,7.084249507, ,8.500072296, ,100.4822082,93.20086664,108.1813009
900,S08000031,C91-C95,Leukaemias,Male, ,2016-2020,5,4,7,6,7,6,9,8,10,15,33,24,35,55,48,54,47,34,407,3.169953909,2.433608128,4.617109689,3.808314821,3.265138582,2.3988006,3.9634482,4.055540629,5.927576866,8.158514498,16.46854508,12.42802104,21.48755257,40.4551573,42.81280103,70.08618004,87.32001858,85.08934381,14.29102138,12.93617354,15.74919042,17.28602735,15.61023792, ,19.04602832, ,8.974332984,8.005079639, ,9.998174377, ,101.5839496,91.95337169,111.948959
901,S08000031,C91-C95,Leukaemias,Female, ,2016-2020,20,4,6,3,4,2,6,5,6,14,16,18,25,18,34,48,37,32,298,13.32746925,2.540505179,4.149521076,1.981911752,1.866202604,0.805136773,2.704066917,2.524028754,3.401264137,6.916073449,7.215625437,8.502116082,14.10843176,12.09831901,26.16109076,46.51433223,43.93255759,38.08254391,9.848381197,8.761842173,11.03243198,10.14481647,9.018335012, ,11.33663253, ,6.578202328,5.610833658, ,7.621374558, ,99.01552594,88.09147347,110.9199607
902,S08000031,C91.0,Acute lymphoblastic leukaemia,All,d,2016-2020,19,7,10,4,4,0,3,5,2,1,6,2,1,2,1,2,2,1,72,6.172899671,2.175169508,3.376040242,1.294837805,0.932999009,0,0.668206511,1.26467977,0.579528727,0.258876889,1.421386657,0.494041855,0.294045001,0.702409969,0.413086583,1.10961929,1.448802927,0.806542674,1.225778114,0.959095881,1.543664669,1.26039607,0.983999301, ,1.570485533, ,1.789115257,1.360594466, ,2.275402945, ,104.2784281,81.59144774,131.3214222
903,S08000031,C91.0,Acute lymphoblastic leukaemia,Male, ,2016-2020,5,3,5,3,4,0,2,4,1,1,5,1,1,1,0,2,2,0,40,3.169953909,1.825206096,3.297935492,1.90415741,1.865793475,0,0.880766267,2.027770314,0.592757687,0.543900967,2.495234103,0.51783421,0.613930073,0.735548314,0,2.595784446,3.715745471,0,1.404522985,1.003411813,1.912561666,1.418048171,1.008470693, ,1.896338984, ,1.65971393,1.136591521, ,2.280306865, ,105.7212852,75.52883611,143.962384
904,S08000031,C91.0,Acute lymphoblastic leukaemia,Female, ,2016-2020,14,4,5,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,32,9.329228473,2.540505179,3.45793423,0.660637251,0,0,0.450677819,0.504805751,0.566877356,0,0.45097659,0.472339782,0,0.672128834,0.769443846,0,0,1.190079497,1.05754429,0.723359511,1.492936995,1.102743969,0.753336717, ,1.517671996, ,1.918516584,1.271661933, ,2.69626187, ,102.5293109,70.12997274,144.740795
905,S08000031,C92.0,Acute myeloid leukaemia,All,d,2016-2020,2,1,3,2,3,3,3,4,3,4,7,6,12,15,18,27,21,18,152,0.649778913,0.310738501,1.012812073,0.647418903,0.699749257,0.601769201,0.668206511,1.011743816,0.869293091,1.035507554,1.658284434,1.482125566,3.528540008,5.268074765,7.435558493,14.97986041,15.21243073,14.51776814,2.587753796,2.19272253,3.033396297,2.93812159,2.479750522, ,3.434790878, ,1.488521456,1.214015692, ,1.790587863, ,92.59416085,78.45928116,108.5399952
906,S08000031,C92.0,Acute myeloid leukaemia,Male, ,2016-2020,0,1,2,1,2,2,2,2,2,3,3,5,8,12,10,12,9,8,84,0,0.608402032,1.319174197,0.634719137,0.932896738,0.7996002,0.880766267,1.013885157,1.185515373,1.6317029,1.497140462,2.589171051,4.911440587,8.826579774,8.919333547,15.57470668,16.72085462,20.02102207,2.949498269,2.352635332,3.651679556,3.570410599,2.83352291, ,4.391182292, ,1.815524543,1.404946357, ,2.277933293, ,98.61571341,78.65975516,122.0929635
907,S08000031,C92.0,Acute myeloid leukaemia,Female, ,2016-2020,2,0,1,1,1,1,1,2,1,1,4,1,4,3,8,15,12,10,68,1.332746925,0,0.691586846,0.660637251,0.466550651,0.402568386,0.450677819,1.009611501,0.566877356,0.494005246,1.803906359,0.472339782,2.257349082,2.016386501,6.155550768,14.53572882,14.24839706,11.90079497,2.247281615,1.745102108,2.848964934,2.305832582,1.786619454, ,2.890268163, ,1.161518369,0.815700871, ,1.567492156, ,86.09982139,66.85988029,109.1520396
908,S08000031,C91.1,Chronic lymphocytic leukaemia,All,d,2016-2020,1,0,0,0,0,0,1,0,3,9,19,19,20,30,35,43,29,21,230,0.324889456,0,0,0,0,0,0.222735504,0,0.869293091,2.329891997,4.501057749,4.693397625,5.880900013,10.53614953,14.4580304,23.85681473,21.00764244,16.93739616,3.915680086,3.425945293,4.455778808,4.612149123,4.02350619, ,5.240392149, ,1.985450997,1.711888282, ,2.27899436, ,100.4077318,87.84971923,114.2572002
909,S08000031,C91.1,Chronic lymphocytic leukaemia,Male, ,2016-2020,0,0,0,0,0,0,1,0,0,5,15,13,16,22,23,19,16,12,142,0,0,0,0,0,0,0.440383133,0,0,2.719504833,7.485702309,6.731844733,9.822881174,16.18206292,20.51446716,24.65995224,29.72596377,30.03153311,4.986056598,4.199713901,5.876877968,6.147604437,5.159722912, ,7.220733198, ,2.667205667,2.227077884, ,3.146431698, ,96.63171924,81.39209144,113.8961844
910,S08000031,C91.1,Chronic lymphocytic leukaemia,Female, ,2016-2020,1,0,0,0,0,0,0,0,3,4,4,6,4,8,12,24,13,9,88,0.666373462,0,0,0,0,0,0,0,1.700632068,1.976020985,1.803906359,2.834038694,2.257349082,5.377030669,9.233326152,23.25716611,15.43576348,10.71071548,2.908246796,2.332498973,3.583041393,3.07669381,2.463812315, ,3.756625176, ,1.303696327,0.992882204, ,1.656188346, ,107.1650201,85.94947978,132.030302
911,S08000031,C92.1-C92.2,Chronic myeloid leukaemia,All,d,2016-2020,0,0,0,1,0,3,2,1,6,7,7,6,14,8,10,8,9,3,85,0,0,0,0.323709451,0,0.601769201,0.445471008,0.252935954,1.738586182,1.81213822,1.658284434,1.482125566,4.116630009,2.809639874,4.130865829,4.438477158,6.51961317,2.419628023,1.447099162,1.155891413,1.789360524,1.636609353,1.300328167, ,2.010980949, ,0.906172135,0.709814441, ,1.126144374, ,117.8037914,94.09748445,145.6662124
912,S08000031,C92.1-C92.2,Chronic myeloid leukaemia,Male, ,2016-2020,0,0,0,0,0,2,2,1,5,2,2,2,4,5,6,4,7,3,45,0,0,0,0,0,0.7996002,0.880766267,0.506942579,2.963788433,1.087801933,0.998093641,1.03566842,2.455720293,3.677741572,5.351600128,5.191568892,13.00510915,7.507883277,1.580088359,1.152527291,2.114282541,1.901687668,1.375745462, ,2.511444514, ,0.9517311,0.675678142, ,1.274329935, ,115.7254267,84.41092031,154.8497259
913,S08000031,C92.1-C92.2,Chronic myeloid leukaemia,Female, ,2016-2020,0,0,0,1,0,1,0,0,1,5,5,4,10,3,4,4,2,0,40,0,0,0,0.660637251,0,0.402568386,0,0,0.566877356,2.470026232,2.254882949,1.889359129,5.643372705,2.016386501,3.077775384,3.876194352,2.374732843,0,1.321930362,0.944406432,1.800093955,1.371531037,0.978171373, ,1.830332177, ,0.86061317,0.595906983, ,1.173203602, ,120.2330249,85.89623574,163.7232547
914,S08000031,C22,Liver and intrahepatic bile ducts,All,d,2016-2020,2,0,0,0,1,2,1,2,3,23,52,59,100,124,107,116,95,102,789,0.649778913,0,0,0,0.233249752,0.401179468,0.222735504,0.505871908,0.869293091,5.954168436,12.31868436,14.57423473,29.40450006,43.54941805,44.20026438,64.3579188,68.81813901,82.26735277,13.43248516,12.5114402,14.4033957,16.1206172,14.98941284, ,17.29238663, ,6.853044683,6.341991377, ,7.383619419, ,131.9122737,122.8672508,141.4469961
915,S08000031,C22,Liver and intrahepatic bile ducts,Male, ,2016-2020,1,0,0,0,0,1,0,1,2,16,42,50,81,90,83,79,63,52,561,0.633990782,0,0,0,0,0.3998001,0,0.506942579,1.185515373,8.702415464,20.95996646,25.89171051,49.72833594,66.1993483,74.03046844,102.5334856,117.0459824,130.1366435,19.69843487,18.10190245,21.39803913,24.4892186,22.46405584, ,26.60053386, ,10.53239329,9.631278568, ,11.47322901, ,140.221754,128.8569639,152.3202527
916,S08000031,C22,Liver and intrahepatic bile ducts,Female, ,2016-2020,1,0,0,0,1,1,1,1,1,7,10,9,19,34,24,37,32,50,228,0.666373462,0,0,0,0.466550651,0.402568386,0.450677819,0.504805751,0.566877356,3.458036724,4.509765898,4.251058041,10.72240814,22.85238034,18.4666523,35.85479776,37.99572548,59.50397487,7.535003064,6.588614116,8.579167387,7.752015791,6.772153936, ,8.797117921, ,3.173696075,2.705740307, ,3.678427281, ,115.1258112,100.666123,131.07939
917,S08000031,C33-C34,"Trachea, bronchus and lung",All,d,2016-2020,0,0,0,0,0,6,7,13,39,110,232,415,683,1015,1173,1156,868,663,6380,0,0,0,0,0,1.203538403,1.559148527,3.288167403,11.30081018,28.47645774,54.96028409,102.513685,200.8327354,356.4730591,484.5505618,641.3599494,628.7804701,534.737793,108.6175606,105.968473,111.3161314,125.7652602,122.6326213, ,128.9368581, ,50.63009881,49.29547006, ,51.98230621, ,125.3372944,122.2804271,128.451262
918,S08000031,C33-C34,"Trachea, bronchus and lung",Male, ,2016-2020,0,0,0,0,0,1,4,5,25,57,117,195,326,469,568,527,383,274,2951,0,0,0,0,0,0.3998001,1.761532533,2.534712893,14.81894216,31.00235509,58.38847801,100.977671,200.1412039,344.9721595,506.6181455,683.9892015,711.5652578,685.720006,103.6186832,99.91351513,107.4261111,132.4294931,127.6102029, ,137.3368591, ,52.31106149,50.34279265, ,54.31654618, ,123.3843554,118.9724119,127.9180652
919,S08000031,C33-C34,"Trachea, bronchus and lung",Female, ,2016-2020,0,0,0,0,0,5,3,8,14,53,115,220,357,546,605,629,485,389,3429,0,0,0,0,0,2.012841932,1.352033458,4.038446006,7.936282985,26.18227806,51.86230783,103.9147521,201.4684056,366.9823432,465.5135268,609.5315619,575.8727143,462.9409245,113.3224803,109.5608996,117.1802645,119.1010273,115.1230676, ,123.145609, ,48.94913613,47.15697447, ,50.77425416, ,127.068175,122.8503252,131.3938974
920,S08000031,C45,Mesothelioma,All,d,2016-2020,0,0,0,0,0,0,1,0,1,2,3,5,14,38,59,64,48,47,282,0,0,0,0,0,0,0.222735504,0,0.289764364,0.517753777,0.710693329,1.235104638,4.116630009,13.3457894,24.37210839,35.50781727,34.77127024,37.90750569,4.800964279,4.256918867,5.395269089,6.52059873,5.764837966, ,7.322234228, ,2.132761672,1.876816517, ,2.404829214, ,153.0007611,135.6627104,171.9405163
921,S08000031,C45,Mesothelioma,Male, ,2016-2020,0,0,0,0,0,0,0,0,0,2,1,1,12,35,53,53,42,40,239,0,0,0,0,0,0,0,0,0,1.087801933,0.499046821,0.51783421,7.36716088,25.74419101,47.2724678,68.78828782,78.0306549,100.1051104,8.392024838,7.361725542,9.526156412,11.56665811,10.12150222, ,13.10684671, ,3.701957051,3.225805372, ,4.210408644, ,153.7168907,134.8448774,174.4908019
922,S08000031,C45,Mesothelioma,Female, ,2016-2020,0,0,0,0,0,0,1,0,1,0,2,4,2,3,6,11,6,7,43,0,0,0,0,0,0,0.450677819,0,0.566877356,0,0.90195318,1.889359129,1.128674541,2.016386501,4.616663076,10.65953447,7.124198528,8.330556481,1.421075139,1.028439125,1.914178887,1.474539354,1.064207098, ,1.950740236, ,0.563566293,0.389087832, ,0.769857742, ,149.138954,107.9326005,200.8891923
923,S08000031,C60,Penis,Male, ,2016-2020,0,0,0,0,1,0,1,2,2,5,6,8,12,13,14,6,4,4,78,0,0,0,0,0.466448369,0,0.440383133,1.013885157,1.185515373,2.719504833,2.994280923,4.142673682,7.36716088,9.562128088,12.48706697,7.787353338,7.431490943,10.01051104,2.738819821,2.164923415,3.418171088,3.241891435,2.548474738, ,4.017484464, ,1.670669333,1.30630982, ,2.079169016, ,114.3444979,90.38458061,142.7071083
924,S08000031,C61,Prostate,Male, ,2016-2020,0,0,0,0,0,0,0,0,1,20,94,266,496,670,784,633,362,258,3584,0,0,0,0,0,0,0,0,0.592757687,10.87801933,46.91040113,137.7438999,304.5093164,492.8173707,699.2757501,821.5657772,672.5499303,645.6779619,125.8452595,121.7585817,130.0341387,158.9297383,153.684983, ,164.2612641, ,64.30072869,62.12933861, ,66.50889443, ,102.703344,99.3681729,106.1219225
925,S08000031,C62,Testis,Male, ,2016-2020,1,0,0,3,18,34,47,33,28,22,15,10,3,9,3,1,0,0,227,0.633990782,0,0,1.90415741,8.396070639,13.5932034,20.69800727,16.72910509,16.59721522,11.96582126,7.485702309,5.178342102,1.84179022,6.61993483,2.675800064,1.297892223,0,0,7.970667942,6.967431954,9.077793105,7.492505941,6.534333643, ,8.515276397, ,6.886187291,6.000319344, ,7.832159043, ,93.59961824,81.8186099,106.600598
926,S08000031,C90,Multiple myeloma and malignant plasma cell neoplasms,All,d,2016-2020,0,0,0,0,0,0,0,6,5,8,26,29,37,63,88,78,62,49,451,0,0,0,0,0,0,0,1.517615725,1.448821818,2.071015108,6.159342182,7.163606901,10.87966502,22.12591401,36.3516193,43.2751523,44.91289072,39.52059103,7.678137907,6.985774329,8.420556354,8.951747537,8.127112988, ,9.815657206, ,3.643285995,3.28719903, ,4.017421298, ,100.0835275,91.05865843,109.7608552
927,S08000031,C90,Multiple myeloma and malignant plasma cell neoplasms,Male, ,2016-2020,0,0,0,0,0,0,0,2,2,2,19,19,22,37,55,42,24,20,244,0,0,0,0,0,0,0,1.013885157,1.185515373,1.087801933,9.481889591,9.838849994,13.50646161,27.21528764,49.05633451,54.51147337,44.58894566,50.05255518,8.567590211,7.526215666,9.712774567,10.8092366,9.473032115, ,12.23231421, ,4.421046649,3.860078956, ,5.019518024, ,96.93093067,85.14915758,109.8871742
928,S08000031,C90,Multiple myeloma and malignant plasma cell neoplasms,Female, ,2016-2020,0,0,0,0,0,0,0,4,3,6,7,10,15,26,33,36,38,29,207,0,0,0,0,0,0,0,2.019223003,1.700632068,2.964031478,3.156836129,4.723397823,8.465059058,17.47534968,25.39164692,34.88574917,45.11992401,34.51230542,6.840989624,5.940748199,7.839110356,7.094258473,6.1541924, ,8.10016335, ,2.865525342,2.438729115, ,3.326230773, ,104.0734598,90.37789159,119.2580871
929,S08000031,C82-C86,Non-Hodgkin lymphoma,All,d,2016-2020,1,2,3,5,10,8,10,16,32,46,70,99,122,120,169,131,123,84,1051,0.324889456,0.621477002,1.012812073,1.618547257,2.332497522,1.604717871,2.227355038,4.046975265,9.272459636,11.90833687,16.58284434,24.45507183,35.87349008,42.14459812,69.81163252,72.68006347,89.10137998,67.74958463,17.89295552,16.82741493,19.00828313,20.19018802,18.96597061, ,21.45215098, ,9.831749525,9.184149477, ,10.5010997, ,103.016357,96.88164613,109.4377102
930,S08000031,C82-C86,Non-Hodgkin lymphoma,Male, ,2016-2020,1,0,2,4,7,4,4,13,17,31,43,55,67,62,85,77,56,32,560,0.633990782,0,1.319174197,2.538876547,3.265138582,1.5992004,1.761532533,6.590253522,10.07688067,16.86092996,21.45901328,28.48088156,41.13331492,45.6039955,75.81433515,99.93770117,104.0408732,80.08408829,19.6633218,18.06824304,21.36147367,23.58398984,21.63917131, ,25.6113001, ,11.59175329,10.57789311, ,12.65134693, ,102.2049844,93.91416757,111.0315493
931,S08000031,C82-C86,Non-Hodgkin lymphoma,Female, ,2016-2020,0,2,1,1,3,4,6,3,15,15,27,44,55,58,84,54,67,52,491,0,1.27025259,0.691586846,0.660637251,1.399651953,1.610273545,2.704066917,1.514417252,8.503160341,7.410078695,12.17636792,20.78295042,31.03854988,38.98347235,64.63328306,52.32862376,79.55355023,61.88413386,16.22669519,14.82296612,17.72752798,16.79638619,15.33401033, ,18.32441168, ,8.071745758,7.279968433, ,8.903807684, ,103.9576204,94.9645178,113.5728257
932,S08000031,C15,Oesophagus,All,d,2016-2020,0,0,0,0,0,1,3,1,4,20,37,82,93,150,142,138,108,102,881,0,0,0,0,0,0.200589734,0.668206511,0.252935954,1.159057454,5.17753777,8.765217721,20.25571606,27.34618506,52.68074765,58.65829478,76.56373098,78.23535804,82.26735277,14.9987572,14.02456858,16.02277985,17.76399414,16.58383625, ,18.98414117, ,7.374077949,6.85950078, ,7.907002042, ,104.4368258,97.65351935,111.5671283
933,S08000031,C15,Oesophagus,Male, ,2016-2020,0,0,0,0,0,1,2,0,4,15,30,58,65,107,103,84,54,50,573,0,0,0,0,0,0.3998001,0.880766267,0,2.371030746,8.158514498,14.97140462,30.03438419,39.90545477,78.70366965,91.86913554,109.0229467,100.3251277,125.131388,20.11979177,18.50591541,21.83672486,25.06987492,23.02064306, ,27.20523252, ,10.67877133,9.783679996, ,11.61248156, ,103.3234025,95.03548389,112.1405598
934,S08000031,C15,Oesophagus,Female, ,2016-2020,0,0,0,0,0,0,1,1,0,5,7,24,28,43,39,54,54,52,308,0,0,0,0,0,0,0.450677819,0.504805751,0,2.470026232,3.156836129,11.33615478,15.80144357,28.90153985,30.00830999,52.32862376,64.11778675,61.88413386,10.17886379,9.073713326,11.38149584,10.45811336,9.314809646, ,11.66664043, ,4.069384564,3.574401598, ,4.59599899, ,106.5733818,95.00238282,119.1650195
935,S08000031,C25,Pancreas,All,d,2016-2020,0,0,0,0,0,0,1,1,5,10,40,74,89,126,156,124,100,114,840,0,0,0,0,0,0,0.222735504,0.252935954,1.448821818,2.588768885,9.47591105,18.27954864,26.17000506,44.25182802,64.44150694,68.79639596,72.44014633,91.94586486,14.30074466,13.3498788,15.30145798,16.57991122,15.45154102, ,17.74748193, ,6.755858973,6.271990948, ,7.257451044, ,100.920363,94.21010211,107.9823975
936,S08000031,C25,Pancreas,Male, ,2016-2020,0,0,0,0,0,0,0,1,2,5,23,41,50,77,87,64,49,43,442,0,0,0,0,0,0,0,0.506942579,1.185515373,2.719504833,11.47807687,21.23120262,30.69650367,56.63722022,77.59820186,83.06510227,91.03576405,107.6129936,15.51997899,14.10665285,17.03655841,19.58743272,17.76893241, ,21.49325438, ,7.990705317,7.231081749, ,8.787723183, ,107.9271094,98.09873237,118.4735175
937,S08000031,C25,Pancreas,Female, ,2016-2020,0,0,0,0,0,0,1,0,3,5,17,33,39,49,69,60,51,71,398,0,0,0,0,0,0,0.450677819,0,1.700632068,2.470026232,7.666602027,15.58721282,22.00915355,32.93431285,53.09162537,58.14291529,60.55568749,84.49564431,13.1532071,11.8925627,14.51111471,13.57238972,12.26252918, ,14.94776189, ,5.521012628,4.933070597, ,6.141577645, ,94.13349756,85.11144948,103.8516288
938,S08000031,C43,Malignant melanoma of the skin,All,d,2016-2020,0,2,0,2,28,38,56,67,57,100,104,145,147,131,150,158,130,117,1432,0,0.621477002,0,0.647418903,6.530993061,7.622409885,12.47318821,16.94670892,16.51656873,25.88768885,24.63736873,35.8180345,43.2246151,46.00785294,61.96298744,87.65992388,94.17219023,94.36549288,24.37936471,23.13286977,25.67557354,27.09632806,25.67594811, ,28.55440784, ,14.55594298,13.74807781, ,15.38654733, ,106.2540202,100.8213479,111.9033634
939,S08000031,C43,Malignant melanoma of the skin,Male, ,2016-2020,0,0,0,0,4,7,16,22,18,47,33,73,85,78,77,92,69,59,680,0,0,0,0,1.865793475,2.7986007,7.046130133,11.15273673,10.66963836,25.56334543,16.46854508,37.80189734,52.18405624,57.37276853,68.67886831,119.4060845,128.1932188,147.6550378,23.87689075,22.1157607,25.74096101,29.05946462,26.86391254, ,31.34002915, ,13.72999052,12.65457631, ,14.84863648, ,104.705994,96.98300884,112.8803971
940,S08000031,C43,Malignant melanoma of the skin,Female, ,2016-2020,0,2,0,2,24,31,40,45,39,53,71,72,62,53,73,66,61,58,752,0,1.27025259,0,1.321274501,11.19721563,12.47961998,18.02711278,22.71625878,22.10821689,26.18227806,32.01933788,34.00846433,34.98891077,35.62282818,56.16940076,63.95720681,72.4293517,69.02461084,24.85229081,23.10754059,26.69386758,25.1331915,23.35547883, ,26.97518111, ,15.38189544,14.18878554, ,16.62248394, ,107.6937746,100.1331542,115.6739787
941,S08000031,C44,Non-melanoma skin cancer,All,d,2016-2020,0,1,0,3,7,29,58,123,187,381,599,773,950,1250,1538,1686,1679,1866,11130,0,0.310738501,0,0.971128354,1.632748265,5.817102281,12.91865922,31.11112235,54.185936,98.63209452,141.901768,190.947177,279.3427506,439.0062304,635.3271646,935.4090612,1216.270057,1505.00863,189.4848667,185.980757,193.0384091,226.6885428,222.3604739, ,231.0577493, ,89.91882928,88.09289498, ,91.76323368, ,100.2131826,98.35995812,102.0925506
942,S08000031,C44,Non-melanoma skin cancer,Male, ,2016-2020,0,1,0,1,2,12,27,48,71,176,298,423,527,728,896,971,939,997,6117,0,0.608402032,0,0.634719137,0.932896738,4.797601199,11.8903446,24.33324377,42.08579575,95.72657011,148.7159525,219.0438709,323.5411487,535.4791729,799.1722858,1260.253349,1744.542499,2495.119876,214.7866775,209.4374851,220.2379371,283.3398913,276.093588, ,290.6787539, ,106.0064267,103.1932135, ,108.8569463, ,96.29411742,93.89594371,98.73805032
943,S08000031,C44,Non-melanoma skin cancer,Female, ,2016-2020,0,0,0,2,5,17,31,75,116,205,301,350,423,522,642,715,740,869,5013,0,0,0,1.321274501,2.332753255,6.843662567,13.9710124,37.86043131,65.75777331,101.2710755,135.7439535,165.3189238,238.7146654,350.8512512,493.9829491,692.8697405,878.6511517,1034.179083,165.6709226,161.116183,170.3217706,170.0371944,165.3305959, ,174.8089296, ,73.83123187,71.51455843, ,76.18431894, ,105.4500337,102.5509284,108.4103122
944,S08000031,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2016-2020,0,1,0,1,5,26,52,115,170,345,544,655,795,986,1156,1145,966,826,7788,0,0.310738501,0,0.323709451,1.166248761,5.215333079,11.5822462,29.08763472,49.25994182,89.31252653,128.8723903,161.7987076,233.7657755,346.2881145,477.5280899,635.2570433,699.7718135,666.2042489,132.5883326,129.6597949,135.5663338,152.5077672,149.0588493, ,155.9955825, ,67.61327977,65.9877593, ,69.25830397, ,102.8082901,100.5375174,105.1174164
945,S08000031,"C44, M-8090-8098",Basal cell carcinoma of the skin,Male, ,2016-2020,0,1,0,0,1,10,24,42,67,157,264,339,434,550,632,603,465,361,3950,0,0.608402032,0,0,0.466448369,3.998001,10.5691952,21.2915883,39.714765,85.39245174,131.7483606,175.5457973,266.4456518,404.551573,563.7018802,782.6290105,863.9108221,903.4486211,138.6966448,134.4047051,143.0907588,173.8156033,168.3214588, ,179.3967502, ,74.17682428,71.74758841, ,76.64593934, ,99.69153413,96.60659968,102.8499088
946,S08000031,"C44, M-8090-8098",Basal cell carcinoma of the skin,Female, ,2016-2020,0,0,0,1,4,16,28,73,103,188,280,316,361,436,524,542,501,465,3838,0,0,0,0.660637251,1.866202604,6.441094181,12.61897894,36.8508198,58.38836768,92.87298631,126.2734451,149.2593712,203.7257547,293.0481715,403.1885753,525.2243347,594.8705771,553.3869662,126.8392182,122.8577959,130.9168139,131.1999312,127.0552107, ,135.4102469, ,61.04973527,58.90128657, ,63.23613127, ,106.2262624,102.8918709,109.6411979
947,S08000031,"C44, M-8050-8078, M-8083-8084",Squamous cell carcinoma of the skin,All,d,2016-2020,1,0,0,1,0,2,3,4,15,32,55,111,146,249,368,528,694,1011,3220,0.324889456,0,0,0.323709451,0,0.401179468,0.668206511,1.011743816,4.346465454,8.284060432,13.02937769,27.41932297,42.93057009,87.45004109,152.0158625,292.9394925,502.7346155,815.4146436,54.8195212,52.94224065,56.7463697,71.59112094,69.03571153, ,74.19232141, ,21.31533629,20.51214721, ,22.1337347, ,94.015205,90.79567824,97.31974056
948,S08000031,"C44, M-8050-8078, M-8083-8084",Squamous cell carcinoma of the skin,Male, ,2016-2020,0,0,0,1,0,1,1,3,2,18,34,82,86,170,258,359,460,619,2094,0,0,0,0.634719137,0,0.3998001,0.440383133,1.520827736,1.185515373,9.790217397,16.9675919,42.46240524,52.79798631,125.0432135,230.1188055,465.9433081,854.6214584,1549.126583,73.52677828,70.41092994,76.74500423,105.9813425,101.3634868, ,110.7006168, ,30.55596641,29.18611093, ,31.95679657, ,90.114937,86.29613134,94.05921738
949,S08000031,"C44, M-8050-8078, M-8083-8084",Squamous cell carcinoma of the skin,Female, ,2016-2020,1,0,0,0,0,1,2,1,13,14,21,29,60,79,110,169,234,392,1126,0.666373462,0,0,0,0,0.402568386,0.901355639,0.504805751,7.369405629,6.916073449,9.470508386,13.69785369,33.86023623,53.09817786,84.63882306,163.7692114,277.8437426,466.5111629,37.21233969,35.07027761,39.45101456,37.20089936,35.04315286, ,39.42219987, ,12.07470617,11.24647265, ,12.93194858, ,102.2447736,96.35923527,108.3957657
950,S08000031,C16,Stomach,All,d,2016-2020,0,0,0,0,0,4,0,3,7,19,33,54,56,69,97,118,119,99,678,0,0,0,0,0,0.802358935,0,0.758807862,2.028350545,4.918660882,7.817626616,13.33913009,16.46652004,24.23314392,40.06939855,65.46753809,86.20377413,79.84772474,11.5427439,10.69013459,12.44526507,13.66392914,12.62863611, ,14.73942728, ,5.297239572,4.867941004, ,5.744420164, ,113.2862492,104.9183159,122.1440423
