_id,Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
2165,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2010,6,2,3,5,1,2,2,0,0,1,0,1,2,1,3,1,0,1,0,31,4.04454391,1.451199779,1.972827588,2.972580914,0.568508064,1.186887269,1.284752557,0,0,0.502358574,0,0.623390872,1.232498521,0.820499356,2.975186941,1.316187794,0,4.199563245,0,1.216536419,0.826577474,1.72677634,1.202036477,0.810789296, ,1.669096206, ,1.510406851,0.983038213, ,2.149218655, ,100, 
2166,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2011,9,5,6,1,2,2,1,0,1,2,0,0,0,1,1,2,1,0,0,34,6.010177233,3.607685814,4.033179624,0.601066292,1.098327796,1.173764026,0.626393726,0,0.523908567,0.99896108,0,0,0,0.791045366,0.993403799,2.584380007,2.033264202,0,0,1.322802786,0.916079383,1.848484305,1.284841574,0.886007453, ,1.756627506, ,1.889404688,1.266556094, ,2.634838539, ,100, 
2167,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2012,18,5,3,6,1,0,1,0,1,0,0,1,0,3,0,0,1,1,0,41,11.92155616,3.542682236,2.082350001,3.679581999,0.541283708,0,0.612339873,0,0.537068465,0,0,0.601652137,0,2.184200946,0,0,1.964096319,4.028035124,0,1.590818263,1.141598651,2.158124602,1.486466874,1.062848745, ,1.980030344, ,2.529530326,1.77626134, ,3.413864715, ,100, 
2168,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2013,12,7,3,2,1,0,0,0,0,0,1,0,3,1,1,0,0,0,0,31,7.989400728,4.839902925,2.133227146,1.244725476,0.542193498,0,0,0,0,0,0.521210668,0,1.935396466,0.69637883,0.96719282,0,0,0,0,1.198447431,0.814286884,1.701100465,1.123252713,0.76183551, ,1.553723483, ,1.933821209,1.284074886, ,2.71447887, ,100, 
2169,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2014,8,4,3,3,1,1,0,1,3,1,0,1,0,4,0,3,1,0,0,34,5.356975452,2.715048837,2.157667992,1.898013413,0.545027442,0.565172915,0,0.646107525,1.711547239,0.510573987,0,0.577884365,0,2.709329576,0,3.660232791,1.864906195,0,0,1.309439906,0.906825201,1.829811021,1.287234547,0.88873191, ,1.758391323, ,1.690585139,1.116180874, ,2.382330012, ,100, 
2170,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2015,10,5,4,6,1,2,2,0,1,0,3,0,0,2,1,0,2,1,1,41,6.698641516,3.358093677,2.874409848,3.851907015,0.545967755,1.10623752,1.176470588,0,0.587682181,0,1.521128475,0,0,1.320245302,0.926595134,0,3.635041803,3.686500037,8.754267706,1.570599,1.127088959,2.130694889,1.565453777,1.112414234, ,2.094675492, ,2.16135236,1.497563585, ,2.944999368, ,100, 
2171,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2016,10,10,6,0,4,1,2,3,3,0,2,1,1,3,0,3,1,0,1,51,6.778420221,6.566333097,4.274082675,0,2.201576329,0.537204068,1.160732422,1.86025746,1.818964524,0,1.013022403,0.55329014,0.639361661,1.954817648,0,3.6357026,1.77932777,0,8.321544479,1.941006347,1.445206717,2.552064884,1.958342689,1.44920866, ,2.542940234, ,2.578871976,1.858641467, ,3.415209977, ,100, 
2172,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2017,13,4,2,4,2,1,1,1,0,0,1,1,1,1,2,1,0,0,0,35,8.958350561,2.595312865,1.393922498,2.697708297,1.116463935,0.525276295,0.573098745,0.601590606,0,0,0.506642078,0.541691268,0.625242281,0.678550345,1.634614599,1.196014878,0,0,0,1.325606939,0.923333803,1.843598355,1.268647613,0.882489995, ,1.723786046, ,2.041619102,1.376468645, ,2.835805075, ,100, 
2173,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2018,6,4,3,1,2,0,0,2,0,1,1,1,0,2,0,1,2,0,1,27,4.208193352,2.6000026,2.037130091,0.687734259,1.128114301,0,0,1.171309934,0,0.553829454,0.510545313,0.531767809,0,1.379177183,0,1.175903388,3.429120088,0,7.923930269,1.019348365,0.671756995,1.483098353,1.04988523,0.684368606, ,1.492365045, ,1.332654388,0.825213865, ,1.959738694, ,100, 
2174,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2019,11,5,1,0,2,0,1,0,0,0,3,1,0,3,1,0,0,0,0,28,7.858153191,3.261642433,0.664509227,0,1.13593766,0,0.547540176,0,0,0,1.546870166,0.524177696,0,2.076699432,0.755635149,0,0,0,0,1.051444553,0.69867727,1.51963013,1.00694506,0.668988682, ,1.412902087, ,1.628400182,1.033259518, ,2.356728722, ,100, 
2175,S92000003,C91.0,Acute lymphoblastic leukaemia,Male, ,2020,7,7,2,1,4,0,0,1,0,2,2,1,3,1,3,2,0,0,0,36,5.148610978,4.579743142,1.316872428,0.693447614,2.308109543,0,0,0.574451829,0,1.180804837,1.056217158,0.517202143,1.757458949,0.691902663,2.207343095,2.242001659,0,0,0,1.350736827,0.946039468,1.869989122,1.332341308,0.932324954, ,1.802644841, ,1.777821859,1.182400676, ,2.492735958, ,100, 
2176,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,1996,5,1,1,4,3,2,1,1,0,0,0,3,0,1,3,1,0,0,0,26,3.298762304,0.633448621,0.638325035,2.61198903,1.754519349,1.009346549,0.480508185,0.512838922,0,0,0,2.122736632,0,0.764806657,2.516736296,1.072110127,0,0,0,0.982923593,0.642078324,1.440210802,0.960272241,0.624770444, ,1.366729088, ,1.201344195,0.745877564, ,1.76360742, ,100, 
2177,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,1997,14,4,4,2,0,0,2,0,0,3,1,1,0,1,1,2,0,0,0,35,9.471811213,2.533762384,2.549540764,1.283705287,0,0,0.961214976,0,0,1.750771799,0.621434519,0.70847119,0,0.763539464,0.85051371,2.058227249,0,0,0,1.325246553,0.923082781,1.843097145,1.265209514,0.879444208, ,1.720026215, ,2.017614239,1.359956774, ,2.802931464, ,100, 
2178,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,1998,10,5,4,3,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,28,6.921708555,3.190851191,2.531020824,1.909927805,0,0.539825636,0,0,0.554028898,0.593866546,0,0.700599012,0.730497542,0.765397892,0,0,0,0,0,1.061378374,0.705278222,1.533987267,1.010042309,0.670033679, ,1.418716548, ,1.741641099,1.133316173, ,2.478574536, ,100, 
2179,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,1999,7,3,3,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,19,4.950320003,1.92684415,1.894334047,0,0,0,0,0,0,0,0.586733945,0,0,0.770611943,0.857846291,1.933095563,1.592483478,0,0,0.720949073,0.434058437,1.125851282,0.701164058, ,z, ,z,1.054118234, ,z, ,z,100, 
2180,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2000,6,5,0,2,0,2,0,1,0,0,1,0,0,2,2,2,2,0,0,25,4.355495547,3.264581252,0,1.272807112,0,1.178911629,0,0.4813918,0,0,0.573776136,0,0,1.54762826,1.710600592,1.993103861,3.023843002,0,0,0.95020399,0.614921922,1.402688534,0.937897404,0.606198909, ,1.340821896, ,1.231246589,0.736807656, ,1.850560371, ,100, 
2181,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2001,10,2,1,2,1,1,0,0,0,0,0,0,2,1,2,1,0,0,1,24,7.43555235,1.338168582,0.636197068,1.278183956,0.634171708,0.618184516,0,0,0,0,0,0,1.460610974,0.773939896,1.710308026,1.005813603,0,0,4.344426101,0.912385519,0.584582618,1.357557331,0.925204778,0.591986987, ,1.331627598, ,1.432077888,0.865573762, ,2.138885069, ,100, 
2182,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2002,14,8,4,2,1,1,2,1,0,1,0,0,1,1,1,0,0,0,0,37,10.62868683,5.464480874,2.535882741,1.274851639,0.618854006,0.650639253,1.038152089,0.47910618,0,0.569966201,0,0,0.729740577,0.776433685,0.848320326,0,0,0,0,1.406648887,0.99041063,1.938880199,1.387560032,0.976305536, ,1.869967479, ,2.46109857,1.693428737, ,3.370008802, ,100, 
2183,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2003,4,4,4,4,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,23,3.086991418,2.776485941,2.550044626,2.534806056,0.608724236,0,0,0,0.495975162,0,0.59701849,0.608202215,0.720409192,0,1.694987076,0,0,0,0,0.874387738,0.55428682,1.312010928,0.867263144,0.549050021, ,1.257045168, ,1.301075696,0.791460943, ,1.935296788, ,100, 
2184,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2004,6,8,5,0,1,1,1,3,0,1,0,3,0,2,1,1,0,1,0,34,4.656107649,5.627778716,3.194684046,0,0.6030672,0.668780012,0.559374843,1.460856354,0,0.541075767,0,1.777324889,0,1.530526348,0.850152177,1.024044566,0,2.621575567,0,1.289003248,0.892672221,1.801252839,1.293344372,0.895057827, ,1.763783797, ,1.81683562,1.199503309, ,2.560286225, ,100, 
2185,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2005,6,3,4,3,0,1,0,0,1,1,2,2,1,0,2,1,0,0,0,27,4.624847765,2.142627576,2.585749932,1.886400936,0,0.65524788,0,0,0.478260662,0.527882768,1.188332947,1.156537327,0.704528001,0,1.701997294,1.015909137,0,0,0,1.019281022,0.671712616,1.483000372,1.031166258,0.678827642, ,1.455986194, ,1.462584801,0.913073613, ,2.139462036, ,100, 
2186,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2006,8,3,2,3,1,0,2,1,2,1,0,1,1,1,1,1,1,0,0,29,6.122292799,2.173078455,1.315304888,1.873501199,0.585346437,0,1.207481556,0.499697683,0.952376417,0.51593198,0,0.569028895,0.69081288,0.768562711,0.850397986,1.013880017,1.341165741,0,0,1.09107217,0.730708156,1.566961636,1.089696646,0.729009293, ,1.521728047, ,1.583635643,1.001065116, ,2.297662333, ,100, 
2187,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2007,4,2,2,3,0,1,0,0,0,1,1,0,0,0,2,1,0,1,0,18,2.994348168,1.478513503,1.33560386,1.848565513,0,0.606991326,0,0,0,0.5054283,0.570118927,0,0,0,1.699264219,1.000540292,0,2.177415843,0,0.673289592,0.399034083,1.064087828,0.675518812, ,z, ,z,0.952400518, ,z, ,z,100, 
2188,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2008,15,4,4,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,30,10.91830199,3.005530176,2.705353218,0.614288347,0,0,0,0.522935972,0.47637649,0,1.669291163,0,0,0.756446818,0,0,0,0,0,1.116236705,0.753120217,1.593497303,1.122206374,0.75663341, ,1.558689709, ,2.075633707,1.367905337, ,2.928572531, ,100, 
2189,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2009,10,6,2,1,0,1,0,1,2,1,0,1,1,0,0,1,0,2,0,29,7.127583749,4.556535211,1.370341695,0.609232306,0,0.580059862,0,0.542879323,0.962941208,0.485998386,0,0.603045379,0.604796033,0,0,0.994668576,0,4.09735311,0,1.074101523,0.719342648,1.542588956,1.066828861,0.7132893, ,1.490401256, ,1.727415019,1.104285804, ,2.48771479, ,100, 
2190,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2010,3,0,3,4,2,0,0,0,1,1,1,0,2,0,1,1,1,0,0,20,2.104199983,0,2.088627424,2.444659031,1.124707576,0,0,0,0.489399605,0.477566322,0.530830644,0,1.183137918,0,0.83154551,0.988894712,1.324836714,0,0,0.736924563,0.450132668,1.13812022,0.712111226,0.434445507, ,1.057273378, ,0.91550543,0.520997538, ,1.419387737, ,100, 
2191,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2011,6,5,1,2,2,1,0,1,3,1,1,1,2,0,0,1,0,0,0,27,4.171301446,3.779089542,0.706713781,1.246416552,1.090007358,0.568320669,0,0.582641932,1.479355593,0.474921757,0.519156889,0.591142323,1.163907237,0,0,0.982743032,0,0,0,0.98915592,0.651859984,1.439169931,0.984830585,0.647953458, ,1.391103094, ,1.445115514,0.908958173, ,2.103569114, ,100, 
2192,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2012,4,8,3,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,22,2.762373708,5.949680577,2.181659516,1.283087622,0,0.566755269,0,0,0.501819094,0.949095275,0,0,0,0.673877152,0,0,0,0,0,0.80400247,0.503864068,1.217269402,0.828544775,0.518330961, ,1.210342066, ,1.390891743,0.850809678, ,2.061556518, ,100, 
2193,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2013,9,4,1,1,1,1,1,1,1,2,4,0,1,0,1,1,1,1,0,31,6.256778176,2.897165124,0.743494424,0.65436033,0.538094393,0.56143818,0.575708553,0.625516051,0.518317335,0.95342518,1.994266484,0,0.616135353,0,0.822855638,0.9679324,1.280918162,2.102386208,0,1.130965845,0.768436421,1.60531574,1.119251712,0.759412159, ,1.547775292, ,1.578249313,1.010255375, ,2.270910178, ,100, 
2194,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2014,7,5,0,0,3,0,0,1,2,0,1,2,0,1,1,1,0,0,0,24,4.911625818,3.536217944,0,0,1.621060822,0,0,0.624282076,1.077539761,0,0.489677596,1.101273072,0,0.633155839,0.810057676,0.957377551,0,0,0,0.872387835,0.558955347,1.298043946,0.875946194,0.560473661, ,1.260724054, ,1.288115475,0.778871745, ,1.923380903, ,100, 
2195,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2015,8,6,1,1,2,1,1,1,0,0,2,1,1,3,2,0,0,0,1,31,5.638170414,4.182292175,0.751975816,0.674690992,1.083957964,0.546170525,0.562113547,0.614733943,0,0,0.961210356,0.538360906,0.614435549,1.857953279,1.607665348,0,0,0,3.52460172,1.122159353,0.762452837,1.592815628,1.124738762,0.763375896, ,1.555020396, ,1.612766911,1.037486682, ,2.312910928, ,100, 
2196,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2016,9,4,3,2,0,0,1,0,1,0,0,1,0,2,0,0,1,1,1,26,6.441869287,2.729071433,2.238856094,1.369431549,0,0,0.556768073,0,0.579008621,0,0,0.526083205,0,1.219088488,0,0,1.246618547,2.01243686,3.442340792,0.93619574,0.61155414,1.371743671,0.944389441,0.616124933, ,1.341635892, ,1.515372887,0.937236956, ,2.230160353, ,100, 
2197,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2017,11,4,3,0,1,0,1,0,1,1,2,0,0,3,1,0,0,0,0,28,8.029783196,2.70586564,2.195919981,0,0.563469167,0,0.553740517,0,0.604010631,0.500976905,0.953875357,0,0,1.902430672,0.72898518,0,0,0,0,1.005566529,0.668191656,1.453323611,1.026092001,0.681364873, ,1.44026742, ,1.695740954,1.078254364, ,2.450778352, ,100, 
2198,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2018,12,4,4,1,0,1,0,2,0,0,2,0,0,2,1,3,0,0,1,33,8.936350841,2.716597733,2.846488856,0.718602462,0,0.521354688,0,1.12836252,0,0,0.95777184,0,0,1.287009569,0.701213099,2.828560922,0,0,3.412154093,1.183071749,0.814372155,1.661472597,1.222731285,0.841240209, ,1.674432424, ,1.909328412,1.244970811, ,2.713474742, ,100, 
2199,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2019,9,6,0,2,1,0,2,0,1,1,0,2,1,0,1,0,0,1,0,27,6.832001093,4.109054301,0,1.45152628,0.583464613,0,1.070503351,0,0.614847333,0.535773604,0,0.988396228,0.562300032,0,0.682514657,0,0,1.925038982,0,0.964183442,0.635402964,1.402836286,0.993551121,0.653892277, ,1.403127007, ,1.623088865,1.017723043, ,2.367464178, ,100, 
2200,S92000003,C91.0,Acute lymphoblastic leukaemia,Female, ,2020,6,7,3,1,0,0,1,1,0,0,2,2,1,0,1,2,3,1,0,31,4.693109733,4.82572248,2.051899375,0.725094806,0,0,0.530695423,0.550700215,0,0,0.981556552,0.970892639,0.549849341,0,0.667022412,1.834795053,3.613325946,1.910767173,0,1.106831363,0.752038211,1.57105877,1.11639464,0.757197702, ,1.544217238, ,1.526287287,0.954383908, ,2.230292697, ,100, 
2201,S92000003,C92.0,Acute myeloid leukaemia,All,d,1996,0,1,1,5,2,3,6,4,5,9,7,12,19,23,24,21,19,12,2,175,0,0.309080794,0.3133156,1.610580872,0.587462953,0.766432309,1.475553763,1.046758712,1.471388844,2.5339764,2.360025219,4.395620497,7.344045332,9.615223826,11.50924576,13.88585825,18.09954751,21.15655853,8.211528987,3.436635318,2.946313095,3.985233828,4.159851326,3.546047365, ,4.821929524, ,2.163888155,1.824567362, ,2.531719247, ,100, 
2202,S92000003,C92.0,Acute myeloid leukaemia,All,d,1997,5,0,3,0,1,6,3,3,3,7,8,5,14,24,29,26,16,9,3,165,1.651773179,0,0.937005144,0,0.310508862,1.583155228,0.739316871,0.772077558,0.86352803,2.057933776,2.514047239,1.83008067,5.42501085,10.0037931,14.07452705,16.41351969,15.68735109,15.6073875,11.99664094,3.245897382,2.769516047,3.780698923,3.940106927,3.342477556, ,4.586164984, ,2.047529219,1.704895634, ,2.421070307, ,100, 
2203,S92000003,C92.0,Acute myeloid leukaemia,All,d,1998,3,0,2,2,3,4,7,3,5,4,10,17,20,21,20,35,21,12,6,195,1.012176483,0,0.618459788,0.628306463,0.969483879,1.100924501,1.74007721,0.760809197,1.408058035,1.196895254,3.029495165,6.149616553,7.677513714,8.758576106,9.721999426,21.27620773,21.46931932,20.44606498,22.99996167,3.840797941,3.320610062,4.419360581,4.593039971,3.94945643, ,5.284489592, ,2.318644389,1.961049679, ,2.705746096, ,100, 
2204,S92000003,C92.0,Acute myeloid leukaemia,All,d,1999,4,3,2,2,3,0,3,4,0,12,8,16,22,28,25,20,18,15,3,188,1.377832738,0.942063118,0.616106882,0.62957425,0.97598428,0,0.756603255,1.002290233,0,3.608306321,2.366884913,5.698594228,8.385105004,11.72976302,12.15297189,11.75336734,19.07749703,25.40607375,11.07215353,3.706661146,3.195726417,4.276054512,4.555342553,3.905117124, ,5.25490384, ,2.439135175,2.059588682, ,2.85030531, ,100, 
2205,S92000003,C92.0,Acute myeloid leukaemia,All,d,2000,2,1,3,2,5,3,2,10,3,1,7,11,17,21,28,36,15,13,4,184,0.706182273,0.319140109,0.92912625,0.629136573,1.614960999,0.909168051,0.517152661,2.481032506,0.807963286,0.299979601,2.023922767,3.88702194,6.458083241,8.799939658,13.55446474,21.6636478,14.93503261,21.898425,14.13627368,3.634252035,3.128087642,4.198994009,4.437840684,3.791077823, ,5.134792351, ,2.196169928,1.848177755, ,2.573735136, ,100, 
2206,S92000003,C92.0,Acute myeloid leukaemia,All,d,2001,2,1,4,3,0,0,3,3,5,10,4,18,17,21,30,27,26,12,9,195,0.723953073,0.326997217,1.238685383,0.944569512,0,0,0.786912078,0.743988572,1.31965119,2.956760337,1.139981133,6.20394433,6.499688397,8.769585407,14.48030196,16.30277268,24.49848769,20.19895975,30.62787136,3.850558825,3.329048957,4.430591806,4.62259392,3.978579873, ,5.314210222, ,2.223610599,1.879154612, ,2.596626366, ,100, 
2207,S92000003,C92.0,Acute myeloid leukaemia,All,d,2002,5,1,5,3,1,3,6,7,3,7,9,9,16,25,17,35,23,11,4,190,1.853334519,0.332954875,1.548016372,0.941637319,0.309428918,0.995394641,1.618843336,1.738258067,0.776827746,2.02197599,2.670512204,2.885096234,6.102724103,10.43401321,8.125767766,21.29135084,20.54562021,18.94918174,13.48163128,3.750493486,3.236143249,4.323363744,4.460578208,3.828648932, ,5.140067358, ,2.381863299,1.99766577, ,2.799351405, ,100, 
2208,S92000003,C92.0,Acute myeloid leukaemia,All,d,2003,0,0,1,2,3,4,3,7,6,12,13,11,16,26,30,35,17,19,7,212,0,0,0.312467777,0.623204392,0.91326981,1.364358854,0.836626388,1.748505028,1.527218858,3.393358067,3.921024534,3.395166517,6.026229162,10.73408775,14.27110339,21.26638271,14.62856356,34.2651037,23.44508825,4.18269705,3.638574016,4.785238114,4.919237448,4.258170503, ,5.627306641, ,2.365596881,2.02508112, ,2.732185472, ,100, 
2209,S92000003,C92.0,Acute myeloid leukaemia,All,d,2004,2,1,1,2,6,2,4,4,4,4,7,11,19,32,30,34,32,11,5,211,0.758365722,0.34245168,0.313582841,0.620058906,1.817542924,0.677860401,1.159769902,1.008018789,1.002224939,1.104722135,2.118746671,3.305288462,7.021330062,13.0789478,14.25232313,20.54442732,26.57454159,20.36132089,16.57550141,4.150030486,3.608924244,4.749376283,5.001090855,4.323101671, ,5.727742373, ,2.368523127,2.014121271, ,2.751223313, ,100, 
2210,S92000003,C92.0,Acute myeloid leukaemia,All,d,2005,1,0,0,1,1,4,1,8,5,6,11,23,19,25,34,21,24,8,4,196,0.376656346,0,0,0.30980086,0.297914302,1.321012688,0.299343838,2.051097978,1.231387577,1.617843738,3.314660744,6.739294777,6.948177566,10.16921575,16.07086305,12.55245131,20.29495332,13.6167895,13.06762496,3.835466322,3.317278766,4.411646761,4.39426753,3.788934954, ,5.043802352, ,2.191689106,1.864461102, ,2.544983983, ,100, 
2211,S92000003,C92.0,Acute myeloid leukaemia,All,d,2006,4,1,0,1,2,3,3,3,5,5,7,10,13,26,31,38,19,14,8,193,1.493166895,0.353137272,0,0.307648764,0.590969397,0.961067169,0.932392239,0.77621672,1.226467161,1.320260989,2.079724763,2.887019383,4.633788157,10.64138927,14.56944927,22.53628045,16.07717042,22.14243915,26.10284521,3.759984415,3.248207184,4.329507253,4.604879797,3.947642564, ,5.311980017, ,2.138375949,1.795257484, ,2.511055769, ,100, 
2212,S92000003,C92.0,Acute myeloid leukaemia,All,d,2007,5,3,0,2,1,1,0,2,4,6,8,11,16,22,23,26,19,11,2,162,1.822775212,1.08290739,0,0.607402413,0.292758044,0.306246823,0,0.526620675,0.977684355,1.55019933,2.318585199,3.303085081,5.285045633,8.957873564,10.75419647,15.15107369,16.0675174,16.45228836,6.700391973,3.133462282,2.669515603,3.654863187,3.524505579,2.993583129, ,4.098130646, ,1.868662754,1.534153721, ,2.235669627, ,100, 
2213,S92000003,C92.0,Acute myeloid leukaemia,All,d,2008,3,3,1,2,1,2,2,2,6,5,10,7,20,22,23,33,22,16,7,187,1.063543159,1.102057909,0.329176926,0.607668165,0.288446284,0.594388968,0.652471071,0.540724679,1.471388844,1.265153375,2.835061776,2.136230469,6.349790933,8.821064703,10.60411163,19.0149123,18.45389881,23.00139446,24.02526085,3.594149417,3.09745037,4.147839359,4.138058879,3.547917208, ,4.772934894, ,2.029002599,1.694052064, ,2.393721117, ,100, 
2214,S92000003,C92.0,Acute myeloid leukaemia,All,d,2009,3,0,2,2,5,4,5,2,12,7,11,17,24,17,31,31,20,11,10,214,1.043456484,0,0.666357921,0.601827751,1.433893221,1.176560561,1.61575425,0.559407699,2.970098533,1.743001848,3.046028256,5.21384429,7.423170189,6.692728941,14.11278391,17.73668461,16.55108492,15.23123788,34.39735828,4.090292246,3.560595137,4.676577004,4.653117694,4.027721038, ,5.322987476, ,2.407699101,2.050481143, ,2.793178852, ,100, 
2215,S92000003,C92.0,Acute myeloid leukaemia,All,d,2010,6,3,1,0,4,3,5,1,7,8,5,11,16,14,24,28,27,15,6,184,2.062422659,1.112767899,0.338179445,0,1.13082836,0.874888087,1.584705688,0.288255048,1.764406378,1.958595295,1.354631757,3.361139121,4.829255631,5.447831179,10.8552096,15.81027668,21.92697505,20.98459731,18.5013876,3.496636388,3.009638563,4.039993677,4.026319945,3.437354481, ,4.661172655, ,2.073054196,1.718870609, ,2.45992363, ,100, 
2216,S92000003,C92.0,Acute myeloid leukaemia,All,d,2011,2,2,0,1,4,0,3,3,3,6,4,7,17,27,24,24,20,14,12,173,0.681231394,0.738279808,0,0.305968528,1.094151759,0,0.926537898,0.892588835,0.762071208,1.460674978,1.06011656,2.108916499,5.0525615,10.21129823,10.89092287,13.39704372,15.94947207,19.47826087,34.1209588,3.264212532,2.795911546,3.788513746,3.856478087,3.272605481, ,4.487570345, ,1.759049072,1.464103646, ,2.080658414, ,100, 
2217,S92000003,C92.0,Acute myeloid leukaemia,All,d,2012,0,2,0,1,4,1,0,1,5,4,8,17,17,20,23,35,23,13,9,183,0,0.725697304,0,0.313542529,1.077188645,0.287908975,0,0.310569616,1.297114439,0.97497721,2.079504662,5.010374422,5.26930814,6.999247581,10.38173176,19.37995227,17.88116025,17.97516662,24.38693944,3.443992773,2.963067912,3.980735542,3.757154828,3.220195714, ,4.334910362, ,1.688833809,1.417350673, ,1.98375346, ,100, 
2218,S92000003,C92.0,Acute myeloid leukaemia,All,d,2013,2,0,1,4,0,2,5,3,5,8,8,14,16,27,26,36,15,13,5,190,0.680172628,0,0.363461902,1.275921135,0,0.568060783,1.467528008,0.955079431,1.335912535,1.961664178,2.038548961,4.041313773,5.042403462,9.079231426,11.55966566,19.61393243,11.50968732,17.79895397,13.26611833,3.566266869,3.077181842,4.110997377,3.9237011,3.377018999, ,4.51079409, ,1.954131211,1.64450521, ,2.290068538, ,100, 
2219,S92000003,C92.0,Acute myeloid leukaemia,All,d,2014,0,3,1,0,2,1,2,3,2,5,5,10,13,20,30,34,13,16,8,168,0,1.039065395,0.367783626,0,0.542680462,0.279674906,0.581933299,0.952510978,0.554188557,1.238610972,1.254280231,2.819657524,4.116399101,6.544995206,13.0642106,18.23897347,9.81554329,21.38208449,20.22653722,3.14159623,2.684493255,3.654220002,3.444399665,2.935079981, ,3.993868598, ,1.557585065,1.294612334, ,1.844511871, ,100, 
2220,S92000003,C92.0,Acute myeloid leukaemia,All,d,2015,2,2,2,3,2,5,3,5,5,8,8,11,12,22,20,24,28,17,6,185,0.686874515,0.68409747,0.734910451,0.986897294,0.543966057,1.37405671,0.862316758,1.561831341,1.429286072,2.021130924,1.973880625,3.031806405,3.785512842,7.029764663,8.608593098,12.79529133,20.84248294,22.36488975,15.07727101,3.443141634,2.964843122,3.976633832,3.728009812,3.198181952, ,4.297850297, ,1.927871547,1.605146787, ,2.279719305, ,100, 
